collection,language,num,title,subtitle,series_title,volume_in_series,author,description,keywords,category_1,category_2,cover_path,md_path,price_usd,price_eur,royalty_pct,net_usd,kdp_select
Finanzas Personales,es,30,De ahorrador a inversor,Cuándo dejar de ahorrar y empezar a invertir,Ahorro Sistemático,10,Enrique Padrón,"Hay personas que ahorran toda su vida y llegan a la jubilación con menos de lo esperado. No porque ahorraran poco, sino porque ahorraron sin invertir. Este libro marca el momento del cruce y te da el mapa para hacerlo.

""Llega un momento en que ahorrar ya no es suficiente. Este libro es ese momento.""

Lo que descubrirás:
• Cómo saber cuándo estás listo para empezar a invertir
• La diferencia real entre ahorro e inversión y por qué importa la distinción
• Los primeros tres meses de inversor: qué abrir, dónde y cuánto meter",finanzas personales;dinero;ahorro;inversión;ahorrador;inversor;dejar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\030.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\30_De_ahorrador_a_inversor.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,31,Invertir sin saber nada,Inversión indexada para principiantes absolutos,Inversión desde Cero,1,Enrique Padrón,"La inversión está rodeada de jerga y complejidad. La realidad es que la estrategia más rentable para el 90% de las personas es también la más simple: fondos indexados, aportaciones regulares, horizonte largo.

""No necesitas saber de bolsa para invertir bien. De hecho, es mejor.""

Lo que descubrirás:
• Por qué la estrategia más simple suele ser la más rentable
• Cómo abrir una cuenta de inversión y hacer la primera compra paso a paso
• Los errores del inversor principiante que destruyen rentabilidad (y cómo evitarlos)",finanzas personales;dinero;ahorro;inversión;invertir;saber;indexada,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\031.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\31_Invertir_sin_saber_nada.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,32,ETFs,Cómo funcionan y por qué son casi perfectos,Inversión desde Cero,2,Enrique Padrón,"Los ETFs son uno de los instrumentos de inversión más eficientes para el inversor particular. Comisiones bajas, diversificación instantánea, liquidez alta. Este libro te explica exactamente qué son, cómo funcionan y cómo construir una cartera sencilla y poderosa.

""Un ETF te da acceso a 500 empresas con una sola orden de compra.""

Lo que descubrirás:
• La diferencia entre ETF y fondo de inversión tradicional (y por qué importa)
• Cómo elegir el ETF correcto entre los miles disponibles
• La cartera de tres fondos: simplicidad máxima, diversificación óptima",finanzas personales;dinero;ahorro;inversión;funcionan;perfectos,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\032.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\32_ETFs.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,33,Dividendos,Construir una cartera de dividendos desde cero,Inversión desde Cero,3,Enrique Padrón,"Invertir en empresas que reparten dividendos es una de las estrategias de construcción de riqueza más poderosas y menos comprendidas. No se trata de hacerse rico rápido: se trata de construir lentamente una cartera que genere ingresos recurrentes.

""Construye una máquina que te pague todos los meses sin que hagas nada.""

Lo que descubrirás:
• Qué son los dividendos y por qué ciertas empresas los reparten
• Cómo construir una cartera de dividendos desde 1.000€
• El efecto de reinvertir dividendos durante 20 años: los números sorprenden",finanzas personales;dinero;ahorro;inversión;dividendos;construir;cartera,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\033.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\33_Dividendos.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,34,El interés compuesto explicado con ejemplos reales,La matemática que lo cambia todo,Inversión desde Cero,4,Enrique Padrón,"El interés compuesto es el concepto financiero más importante que existe y el más mal explicado. No es un truco matemático: es la consecuencia inevitable de dejar que el dinero genere más dinero durante suficiente tiempo.

""La diferencia entre empezar a los 25 y a los 35 puede ser de 300.000€.""

Lo que descubrirás:
• La fórmula del interés compuesto explicada sin matemáticas complejas
• Comparativas reales: qué pasa si empiezas a los 25, 35 y 45 años
• El mayor error del que entiende el interés compuesto: vender en las caídas",finanzas personales;dinero;ahorro;inversión;interés;compuesto;explicado,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\034.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\34_Interes_compuesto.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,35,Bolsa sin dramas,Cómo invertir en renta variable sin perder el sueño,Inversión desde Cero,5,Enrique Padrón,"La bolsa asusta porque sube y baja. Pero la historia demuestra que siempre se ha recuperado, siempre ha alcanzado nuevos máximos y siempre ha recompensado a quienes tuvieron paciencia.

""La bolsa cae. La bolsa sube. Los que no hacen nada ganan más.""

Lo que descubrirás:
• Por qué las caídas de bolsa son buenas noticias si eres inversor a largo plazo
• Cómo calcular tu tolerancia real al riesgo (no la teórica)
• La estrategia de aportaciones regulares: cómo funciona y por qué gana a casi todo",finanzas personales;dinero;ahorro;inversión;bolsa;dramas;invertir,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\035.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\35_Bolsa_sin_dramas.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,36,Fondos indexados vs fondos activos,Por qué casi siempre gana el índice,Inversión desde Cero,6,Enrique Padrón,"Durante décadas, los fondos de gestión activa prometieron batir al mercado. Los datos dicen otra cosa. Este libro presenta la evidencia de forma clara y te enseña a elegir el fondo correcto.

""El 90% de los gestores activos no baten al índice. El 100% cobran comisiones.""

Lo que descubrirás:
• Los datos sobre rentabilidad de fondos activos vs. indexados en 10, 20 y 30 años
• El impacto del TER en la rentabilidad a largo plazo
• Cómo seleccionar un buen fondo indexado entre los disponibles en España",finanzas personales;dinero;ahorro;inversión;fondos;indexados;activos,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\036.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\36_Fondos_indexados_vs_activos.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,37,Renta fija para los que no quieren sustos,"Bonos, letras del tesoro y opciones conservadoras",Inversión desde Cero,7,Enrique Padrón,"Bonos, letras del Tesoro, depósitos a plazo: los instrumentos de renta fija tienen mala fama de aburridos. Pero en un portfolio bien construido cumplen una función crucial: reducir la volatilidad y proteger parte del capital.

""No toda la inversión tiene que ser emocionante. La aburrida también funciona.""

Lo que descubrirás:
• Qué es la renta fija y por qué ""fija"" no significa ""sin riesgo""
• Letras del Tesoro español: cómo comprarlas directamente sin intermediarios
• La proporción correcta de renta fija según tu edad e inversión",finanzas personales;dinero;ahorro;inversión;renta;quieren;sustos,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\037.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\37_Renta_fija.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,38,Inmobiliario sin ser millonario,Formas de acceder al sector inmobiliario con poco capital,Inversión desde Cero,8,Enrique Padrón,"La inversión inmobiliaria tiene fama de ser solo para los que ya tienen capital. Hay formas de acceder con cantidades mucho menores: SOCIMIs, REITs, crowdfunding inmobiliario. Este libro las presenta sin romantizar ninguna.

""No necesitas 200.000€ para invertir en el sector inmobiliario.""

Lo que descubrirás:
• REITs y SOCIMIs: cómo invertir en inmobiliario desde 100€
• Crowdfunding inmobiliario: qué es, cómo funciona y qué riesgos tiene
• Comparativa: inmobiliario directo vs. cotizado a largo plazo",finanzas personales;dinero;ahorro;inversión;inmobiliario;millonario;formas,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\038.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\38_Inmobiliario_sin_ser_millonario.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,39,Criptomonedas,"Sin hype, sin miedo, con datos",Inversión desde Cero,9,Enrique Padrón,"Las criptomonedas generan dos tipos de personas: los que dicen que es el futuro del dinero y los que dicen que es una estafa. La realidad es más matizada. Este libro explica qué son, qué función pueden tener y cómo no perder dinero en el intento.

""Sin el hype. Sin el pánico. Con los datos que nadie quiere darte.""

Lo que descubrirás:
• Qué es realmente un blockchain y qué hace que una cripto tenga (o no) valor
• La posición correcta de las criptomonedas en un portfolio: cuánto y cuál
• Las señales de alerta que te avisan de que algo es un scam",finanzas personales;dinero;ahorro;inversión;criptomonedas;miedo;datos,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\039.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\39_Criptomonedas.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,40,Cartera permanente,El portafolio de Harry Browne explicado,Inversión desde Cero,10,Enrique Padrón,"La Cartera Permanente de Harry Browne es una de las estrategias de inversión más elegantes: cuatro activos en partes iguales, rebalanceo anual, sin hacer nada más. Ha sobrevivido crisis, guerras e inflación durante décadas.

""Una cartera diseñada para sobrevivir cualquier crisis. Y lo ha demostrado.""

Lo que descubrirás:
• Los cuatro activos de la Cartera Permanente y por qué son exactamente esos
• Cómo implementar la Cartera Permanente desde España con fondos disponibles
• Las limitaciones de la cartera permanente que sus fans no suelen mencionar",finanzas personales;dinero;ahorro;inversión;cartera;permanente;portafolio,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\040.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_04_Inversion\40_Cartera_permanente.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,41,Tu sueldo no es suficiente (y el sistema lo sabe),Por qué una sola fuente de ingreso es el mayor riesgo,Ingresos Múltiples,1,Enrique Padrón,"El modelo de ""un trabajo, un sueldo, una fuente de ingresos"" era frágil en el siglo XX. En el XXI es directamente peligroso. Este libro explica por qué y te da el mapa para construir tu segunda fuente.

""Una sola fuente de ingresos no es estabilidad. Es el mayor riesgo financiero.""

Lo que descubrirás:
• Por qué depender de un solo ingreso es el mayor riesgo financiero de tu vida
• Los tres tipos de ingreso y por qué el activo es el más frágil
• El primer paso para construir una segunda fuente: usar lo que ya sabes",finanzas personales;dinero;ahorro;inversión;sueldo;suficiente;sistema,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\041.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_05_Ingresos_Multiples\41_Tu_sueldo_no_es_suficiente.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,42,La segunda fuente,Opciones reales y concretas,Ingresos Múltiples,2,Enrique Padrón,"La diferencia entre un segundo trabajo y una segunda fuente de ingreso es la diferencia entre esclavizarse más y construir algo sostenible. Este libro presenta opciones concretas para generar 200-400€ mensuales extras.

""No necesitas un segundo trabajo. Necesitas un segundo ingreso. No es lo mismo.""

Lo que descubrirás:
• 20 fuentes de ingreso secundario compatibles con trabajo a tiempo completo
• Cómo evaluar qué opción encaja con tus habilidades y tiempo disponible
• El caso real de Carlos: de 0 a 400€ mensuales extras en ocho meses",finanzas personales;dinero;ahorro;inversión;segunda;fuente;opciones,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\042.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_05_Ingresos_Multiples\42_La_segunda_fuente.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,43,Freelance desde cero,Monetizar habilidades sin montar una empresa,Ingresos Múltiples,3,Enrique Padrón,"El freelance es una de las vías más directas para aumentar ingresos usando habilidades que ya tienes. Este libro enseña cómo monetizar tu conocimiento profesional fuera del empleo, desde los primeros clientes hasta construir una cartera estable.

""Si sabes hacerlo para tu empresa, puedes cobrarlo por tu cuenta.""

Lo que descubrirás:
• Cómo identificar qué habilidades profesionales tienen mercado como freelance
• La estrategia para conseguir los primeros tres clientes sin experiencia previa
• Cómo fijar tarifas sin malvenderte ni espantar clientes",finanzas personales;dinero;ahorro;inversión;freelance;desde;monetizar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\043.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_05_Ingresos_Multiples\43_Freelance_desde_cero.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,44,Ingresos pasivos reales vs los del Instagram,La diferencia entre los de verdad y los del postureo,Ingresos Múltiples,4,Enrique Padrón,"Los ingresos pasivos de verdad existen. Pero no son los que se venden en Instagram. Requieren capital inicial o trabajo intenso, y el mantenimiento tiene un coste real. Este libro separa la fantasía de la realidad.

""El 95% de lo que se vende como ingreso pasivo requiere trabajo constante.""

Lo que descubrirás:
• La definición real de ingreso pasivo y por qué casi nada cumple el criterio
• Los 5 tipos de ingreso semiactivo que sí se pueden construir desde cero
• Cuánto capital o trabajo inicial necesitas realmente para cada opción",finanzas personales;dinero;ahorro;inversión;ingresos;pasivos;reales,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\044.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_05_Ingresos_Multiples\44_Ingresos_pasivos_reales.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,45,Vender en internet sin producto propio,"Afiliación, servicios, intermediación",Ingresos Múltiples,5,Enrique Padrón,"La afiliación, los servicios de intermediación y la consultoría online permiten generar ingresos en internet sin tener que crear nada propio. Este libro explica cómo funcionan estos modelos y cómo empezar a generar los primeros ingresos.

""El producto ya existe. Tú solo tienes que conectarlo con quien lo necesita.""

Lo que descubrirás:
• Cómo funciona el marketing de afiliación y cuánto se puede ganar realmente
• Intermediación digital: conectar oferta y demanda y quedarse con la diferencia
• Las plataformas y herramientas para empezar sin inversión inicial",finanzas personales;dinero;ahorro;inversión;vender;internet;producto,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\045.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_05_Ingresos_Multiples\45_Vender_en_internet_sin_producto.md,2.99,2.99,70%,2.084,No
